         45803 function calls (43593 primitive calls) in 2.562 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:725(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:734(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:825(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:860(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:954(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:980(_CountAction)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.016    0.016 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:528(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:634(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:654(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:695(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:711(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:739(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 blender.py:115(Point)
        1    0.000    0.000    0.000    0.000 blender.py:130(procrustes)
        1    0.000    0.000    0.000    0.000 blender.py:145(warp_picture)
        4    0.000    0.000    0.000    0.000 blender.py:155(draw_convex_hull)
        2    0.000    0.000    0.000    0.000 blender.py:158(generate_mask)
        1    0.000    0.000    0.000    0.000 blender.py:168(feather_image)
        3    0.016    0.005    0.016    0.005 blender.py:173(linear_blend_mask)
        1    0.000    0.000    0.000    0.000 blender.py:176(linear_blend)
        1    0.000    0.000    0.000    0.000 blender.py:179(combine_masks)
        1    0.016    0.016    0.016    0.016 blender.py:182(generate_combined_mask)
        1    0.016    0.016    0.016    0.016 blender.py:185(color_correct)
        1    0.000    0.000    0.172    0.172 blender.py:197(face_swap)
        4    0.000    0.000    0.000    0.000 blender.py:212(projection_points)
        2    0.000    0.000    0.016    0.008 blender.py:216(warp_picture_landmarks)
        1    0.000    0.000    0.031    0.031 blender.py:224(morph_picture)
        1    0.000    0.000    0.203    0.203 blender.py:231(generate_midframe)
        2    0.000    0.000    0.109    0.055 blender.py:39(find_faces)
        2    0.000    0.000    0.109    0.055 blender.py:45(find_objects_cascade)
        2    0.000    0.000    0.000    0.000 blender.py:47(<listcomp>)
        1    2.031    2.031    2.344    2.344 blender.py:5(<module>)
        3    0.031    0.010    0.031    0.010 blender.py:52(get_landmarks)
        3    0.000    0.000    0.000    0.000 blender.py:53(<listcomp>)
        1    0.000    0.000    0.000    0.000 blender.py:73(Box)
        1    0.000    0.000    0.000    0.000 blender.py:88(Line)
        1    0.000    0.000    0.000    0.000 blender.py:99(Region)
        1    0.000    0.000    0.000    0.000 bz2.py:33(BZ2File)
        1    0.000    0.000    0.000    0.000 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:123(_BaseTestCaseContext)
        9    0.000    0.000    0.000    0.000 case.py:1285(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1306(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:133(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1364(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:165(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:199(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:253(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:272(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:316(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:32(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:37(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:43(_Outcome)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:96(contextmanager)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
       40    0.000    0.000    0.000    0.000 core.py:102(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1072(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1093(__init__)
        1    0.000    0.000    0.000    0.000 core.py:119(MAError)
        1    0.000    0.000    0.000    0.000 core.py:127(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2301(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2307(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2470(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2500(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2506(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2513(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2541(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2655(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5809(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6010(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6017(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6020(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6121(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6178(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6182(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6192(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6196(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6245(_frommethod)
       23    0.000    0.000    0.000    0.000 core.py:6256(__init__)
       23    0.000    0.000    0.000    0.000 core.py:6261(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:750(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:7510(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7523(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7528(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:759(__init__)
        1    0.000    0.000    0.000    0.000 core.py:772(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:780(__init__)
        1    0.000    0.000    0.000    0.000 core.py:789(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:795(__init__)
        1    0.000    0.000    0.000    0.000 core.py:809(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:815(__init__)
        1    0.000    0.000    0.000    0.000 core.py:824(_DomainGreaterEqual)
        4    0.000    0.000    0.000    0.000 core.py:83(doc_note)
        2    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:857(__init__)
        1    0.000    0.000    0.000    0.000 core.py:915(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:935(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:303(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1002(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1290(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1300(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1808(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1832(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:252(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:263(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:275(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:283(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:302(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:485(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:616(date)
        5    0.000    0.000    0.000    0.000 datetime.py:646(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:909(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:978(time)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        4    0.000    0.000    0.000    0.000 defmatrix.py:1060(getT)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        7    0.000    0.000    0.000    0.000 defmatrix.py:246(__new__)
       81    0.000    0.000    0.000    0.000 defmatrix.py:292(__array_finalize__)
       27    0.000    0.000    0.000    0.000 defmatrix.py:314(__getitem__)
        5    0.000    0.000    0.000    0.000 defmatrix.py:340(__mul__)
        2    0.000    0.000    0.000    0.000 defmatrix.py:351(__imul__)
        6    0.000    0.000    0.000    0.000 defmatrix.py:391(_collapse)
        4    0.000    0.000    0.000    0.000 defmatrix.py:549(mean)
        2    0.000    0.000    0.000    0.000 defmatrix.py:583(std)
        3    0.000    0.000    0.000    0.000 defmatrix.py:66(asmatrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1652(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    2.562    2.562 emopillow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1484(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1496(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1550(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1566(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:213(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:230(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:234(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1676(clip)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2171(amax)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2785(mean)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2877(std)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1640(vectorize)
      272    0.000    0.000    0.000    0.000 function_base.py:3511(add_newdoc)
        1    0.000    0.000    0.000    0.000 functools.py:384(lru_cache)
        1    0.000    0.000    0.000    0.000 functools.py:420(decorating_function)
        7    0.000    0.000    0.000    0.000 functools.py:43(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:73(wraps)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:245(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1792(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1789(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:148(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1741(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1769(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.016    0.016 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:101(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 linalg.py:106(_makearray)
        3    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
        2    0.000    0.000    0.000    0.000 linalg.py:124(_realType)
        1    0.000    0.000    0.000    0.000 linalg.py:1254(svd)
        1    0.000    0.000    0.000    0.000 linalg.py:139(_commonType)
        1    0.000    0.000    0.000    0.000 linalg.py:1976(norm)
        1    0.000    0.000    0.000    0.000 linalg.py:198(_assertRankAtLeast2)
        1    0.000    0.000    0.000    0.000 linalg.py:219(_assertNoEmpty2d)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.016    0.016 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:51(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:180(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 ntpath.py:104(join)
       23    0.000    0.000    0.000    0.000 ntpath.py:139(splitdrive)
       20    0.000    0.000    0.000    0.000 ntpath.py:210(split)
       20    0.000    0.000    0.000    0.000 ntpath.py:251(dirname)
       23    0.000    0.000    0.000    0.000 ntpath.py:35(_get_empty)
       26    0.000    0.000    0.000    0.000 ntpath.py:41(_get_sep)
       25    0.000    0.000    0.000    0.000 ntpath.py:47(_get_altsep)
        1    0.000    0.000    0.000    0.000 ntpath.py:486(normpath)
       21    0.000    0.000    0.000    0.000 ntpath.py:53(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ntpath.py:542(abspath)
        9    0.000    0.000    0.000    0.000 ntpath.py:59(_get_dot)
       24    0.000    0.000    0.000    0.000 ntpath.py:65(_get_colon)
        1    0.000    0.000    0.000    0.000 ntpath.py:71(_get_special)
        1    0.000    0.000    0.000    0.000 ntpath.py:81(normcase)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.031    0.031 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1773(set_string_function)
        2    0.000    0.000    0.000    0.000 numeric.py:1966(isscalar)
        2    0.000    0.000    0.000    0.000 numeric.py:2473(seterr)
        2    0.000    0.000    0.000    0.000 numeric.py:2573(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2793(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2797(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2860(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2864(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:2869(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2875(_setdef)
        3    0.016    0.005    0.016    0.005 numeric.py:358(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:365(<listcomp>)
        2    0.000    0.000    0.000    0.000 numeric.py:406(asarray)
       12    0.000    0.000    0.000    0.000 numeric.py:476(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:50(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       39    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       13    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.016    0.016 numerictypes.py:82(<module>)
        1    0.000    0.000    0.016    0.016 numerictypes.py:957(_register_types)
       96    0.000    0.000    0.000    0.000 os.py:628(__getitem__)
       48    0.000    0.000    0.000    0.000 os.py:636(__setitem__)
       46    0.016    0.000    0.016    0.000 os.py:642(__delitem__)
      138    0.000    0.000    0.000    0.000 os.py:651(__iter__)
        1    0.000    0.000    0.000    0.000 os.py:663(copy)
       46    0.000    0.000    0.000    0.000 os.py:682(<lambda>)
      238    0.000    0.000    0.000    0.000 os.py:690(check_str)
      190    0.000    0.000    0.000    0.000 os.py:696(encodekey)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:348(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:74(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:974(_Unpickler)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.016    0.016 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:101(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:71(_safe_key)
        1    0.000    0.000    2.562    2.562 profile:0(<code object <module> at 0x000000000279CA50, file "emopillow.py", line 1>)
        0    0.000             0.000          profile:0(profiler)
       14    0.000    0.000    0.000    0.000 py3k.py:28(asbytes)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:37(<module>)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
      101    0.000    0.000    0.000    0.000 re.py:157(match)
       18    0.000    0.000    0.016    0.001 re.py:221(compile)
        1    0.000    0.000    0.000    0.000 re.py:239(escape)
      119    0.000    0.000    0.016    0.000 re.py:277(_compile)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.016    0.016 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:180(vstack)
        1    0.000    0.000    0.000    0.000 shape_base.py:230(<listcomp>)
        1    0.000    0.000    0.000    0.000 shape_base.py:232(hstack)
        1    0.000    0.000    0.000    0.000 shape_base.py:275(<listcomp>)
        2    0.000    0.000    0.000    0.000 shape_base.py:61(atleast_2d)
        2    0.000    0.000    0.000    0.000 shape_base.py:9(atleast_1d)
        1    0.000    0.000    0.000    0.000 shutil.py:43(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:46(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:49(SpecialFileError)
        1    0.000    0.000    0.031    0.031 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:53(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:56(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(RegistryError)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
      248    0.000    0.000    0.000    0.000 sre_compile.py:107(fixup)
       28    0.000    0.000    0.000    0.000 sre_compile.py:227(_compile_charset)
       28    0.000    0.000    0.000    0.000 sre_compile.py:255(_optimize_charset)
       13    0.000    0.000    0.000    0.000 sre_compile.py:406(_mk_bitmap)
       13    0.000    0.000    0.000    0.000 sre_compile.py:408(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:411(_bytes_to_codes)
       29    0.000    0.000    0.000    0.000 sre_compile.py:418(_simple)
        1    0.000    0.000    0.000    0.000 sre_compile.py:423(_generate_overlap_table)
       15    0.000    0.000    0.000    0.000 sre_compile.py:444(_compile_info)
       30    0.000    0.000    0.000    0.000 sre_compile.py:545(isstring)
       15    0.000    0.000    0.000    0.000 sre_compile.py:548(_code)
       15    0.000    0.000    0.016    0.001 sre_compile.py:563(compile)
    63/15    0.000    0.000    0.000    0.000 sre_compile.py:70(_compile)
       94    0.000    0.000    0.000    0.000 sre_parse.py:138(__len__)
      228    0.000    0.000    0.000    0.000 sre_parse.py:142(__getitem__)
       29    0.000    0.000    0.000    0.000 sre_parse.py:146(__setitem__)
      152    0.000    0.000    0.000    0.000 sre_parse.py:150(append)
    92/44    0.000    0.000    0.000    0.000 sre_parse.py:152(getwidth)
       15    0.000    0.000    0.000    0.000 sre_parse.py:190(__init__)
      672    0.016    0.000    0.016    0.000 sre_parse.py:195(__next)
      213    0.000    0.000    0.000    0.000 sre_parse.py:214(match)
      590    0.000    0.000    0.016    0.000 sre_parse.py:220(get)
        1    0.000    0.000    0.000    0.000 sre_parse.py:233(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:235(seek)
        8    0.000    0.000    0.000    0.000 sre_parse.py:265(_class_escape)
       13    0.000    0.000    0.000    0.000 sre_parse.py:307(_escape)
    28/15    0.000    0.000    0.016    0.001 sre_parse.py:363(_parse_sub)
    32/15    0.000    0.000    0.016    0.001 sre_parse.py:441(_parse)
       15    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       10    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       15    0.000    0.000    0.000    0.000 sre_parse.py:738(fix_flags)
       15    0.000    0.000    0.016    0.001 sre_parse.py:750(parse)
       10    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
       63    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:162(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 string.py:61(__init__)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
